State,Race,Year,Cause of death,"Cause of death, Simplified","Cause of death, Type",Cause of death Code,"Cause of Death Simplified, with ICD10 Code",Firearm Deaths,Total Deaths,Population,Firearm Death Rate (per 100k),Total Death Rate (per 100k),Firearm Percent of Total Deaths
Texas,White,1999,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),24,127335,17358613,0.138,734,0.00019
Texas,White,1999,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",50,127335,17358613,0.288,734,0.00039
Texas,White,1999,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),459,127335,17358613,2.644,734,0.00360
Texas,White,1999,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),110,127335,17358613,0.634,734,0.00086
Texas,White,1999,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",208,127335,17358613,1.198,734,0.00163
Texas,White,1999,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),834,127335,17358613,4.805,734,0.00655
Texas,White,1999,"Rifle, shotgun and larger firearm discharge","Rifle, shotgun and larger firearm discharge",Unknown Intent,W33,"Rifle, shotgun and larger firearm discharge (W33)",13,127335,17358613,0.075,734,0.00010
Texas,White,1999,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",16,127335,17358613,0.092,734,0.00013
Texas,Asian or Pacific Islander,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),19,1201,634472,2.995,189,0.01582
Texas,Black or African American,2000,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",22,18479,2489759,0.884,742,0.00119
Texas,Black or African American,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),200,18479,2489759,8.033,742,0.01082
Texas,Black or African American,2000,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",10,18479,2489759,0.402,742,0.00054
Texas,Black or African American,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),64,18479,2489759,2.571,742,0.00346
Texas,White,2000,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),40,130119,17575478,0.228,740,0.00031
Texas,White,2000,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),26,130119,17575478,0.148,740,0.00020
Texas,White,2000,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",48,130119,17575478,0.273,740,0.00037
Texas,White,2000,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),482,130119,17575478,2.742,740,0.00370
Texas,White,2000,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),139,130119,17575478,0.791,740,0.00107
Texas,White,2000,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",187,130119,17575478,1.064,740,0.00144
Texas,White,2000,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),857,130119,17575478,4.876,740,0.00659
Texas,Asian or Pacific Islander,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),15,1276,684712,2.191,186,0.01176
Texas,Asian or Pacific Islander,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),15,1276,684712,2.191,186,0.01176
Texas,Black or African American,2001,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",15,19021,2551645,0.588,745,0.00079
Texas,Black or African American,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),261,19021,2551645,10.229,745,0.01372
Texas,Black or African American,2001,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),13,19021,2551645,0.509,745,0.00068
Texas,Black or African American,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),70,19021,2551645,2.743,745,0.00368
Texas,White,2001,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),36,132340,17922031,0.201,738,0.00027
Texas,White,2001,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),18,132340,17922031,0.100,738,0.00014
Texas,White,2001,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",54,132340,17922031,0.301,738,0.00041
Texas,White,2001,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),501,132340,17922031,2.795,738,0.00379
Texas,White,2001,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),119,132340,17922031,0.664,738,0.00090
Texas,White,2001,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",226,132340,17922031,1.261,738,0.00171
Texas,White,2001,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),922,132340,17922031,5.145,738,0.00697
Texas,White,2001,"Rifle, shotgun and larger firearm discharge","Rifle, shotgun and larger firearm discharge",Unknown Intent,W33,"Rifle, shotgun and larger firearm discharge (W33)",10,132340,17922031,0.056,738,0.00008
Texas,White,2001,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",10,132340,17922031,0.056,738,0.00008
Texas,Asian or Pacific Islander,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),22,1342,726265,3.029,185,0.01639
Texas,Black or African American,2002,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",21,19286,2602237,0.807,741,0.00109
Texas,Black or African American,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),254,19286,2602237,9.761,741,0.01317
Texas,Black or African American,2002,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",10,19286,2602237,0.384,741,0.00052
Texas,Black or African American,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),67,19286,2602237,2.575,741,0.00347
Texas,White,2002,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),24,134753,18192259,0.132,741,0.00018
Texas,White,2002,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),26,134753,18192259,0.143,741,0.00019
Texas,White,2002,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",47,134753,18192259,0.258,741,0.00035
Texas,White,2002,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),511,134753,18192259,2.809,741,0.00379
Texas,White,2002,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),147,134753,18192259,0.808,741,0.00109
Texas,White,2002,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",197,134753,18192259,1.083,741,0.00146
Texas,White,2002,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),878,134753,18192259,4.826,741,0.00652
Texas,White,2002,"Rifle, shotgun and larger firearm discharge","Rifle, shotgun and larger firearm discharge",Unknown Intent,W33,"Rifle, shotgun and larger firearm discharge (W33)",11,134753,18192259,0.060,741,0.00008
Texas,White,2002,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",12,134753,18192259,0.066,741,0.00009
Texas,Asian or Pacific Islander,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),22,1455,764885,2.876,190,0.01512
Texas,Asian or Pacific Islander,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),13,1455,764885,1.700,190,0.00893
Texas,Black or African American,2003,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",18,19335,2646739,0.680,731,0.00093
Texas,Black or African American,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),263,19335,2646739,9.937,731,0.01360
Texas,Black or African American,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),52,19335,2646739,1.965,731,0.00269
Texas,White,2003,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),34,133888,18440940,0.184,726,0.00025
Texas,White,2003,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),18,133888,18440940,0.098,726,0.00013
Texas,White,2003,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",59,133888,18440940,0.320,726,0.00044
Texas,White,2003,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),591,133888,18440940,3.205,726,0.00441
Texas,White,2003,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),146,133888,18440940,0.792,726,0.00109
Texas,White,2003,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",199,133888,18440940,1.079,726,0.00149
Texas,White,2003,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),924,133888,18440940,5.011,726,0.00690
Texas,White,2003,"Rifle, shotgun and larger firearm discharge","Rifle, shotgun and larger firearm discharge",Unknown Intent,W33,"Rifle, shotgun and larger firearm discharge (W33)",12,133888,18440940,0.065,726,0.00009
Texas,White,2003,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",11,133888,18440940,0.060,726,0.00008
Texas,Asian or Pacific Islander,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),17,1530,802430,2.119,191,0.01111
Texas,Asian or Pacific Islander,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),11,1530,802430,1.371,191,0.00719
Texas,Black or African American,2004,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",26,19123,2697339,0.964,709,0.00136
Texas,Black or African American,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),284,19123,2697339,10.529,709,0.01485
Texas,Black or African American,2004,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",12,19123,2697339,0.445,709,0.00063
Texas,Black or African American,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),64,19123,2697339,2.373,709,0.00335
Texas,White,2004,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),44,132048,18705854,0.235,706,0.00033
Texas,White,2004,Assault by handgun discharge,Homicide - Handgun,Homicide,X93,Homicide - Handgun (X93),14,132048,18705854,0.075,706,0.00011
Texas,White,2004,"Assault by rifle, shotgun and larger firearm discharge","Homicide - Rifle, Shotgun, or Large Firearm",Homicide,X94,"Homicide - Rifle, Shotgun, or Large Firearm (X94)",59,132048,18705854,0.315,706,0.00045
Texas,White,2004,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),521,132048,18705854,2.785,706,0.00395
Texas,White,2004,Intentional self-harm by handgun discharge,Suicide - Handgun,Suicide,X72,Suicide - Handgun (X72),117,132048,18705854,0.625,706,0.00089
Texas,White,2004,"Intentional self-harm by rifle, shotgun and larger firearm discharge","Suicide - Rifle, Shotgun, or Large Firearm",Suicide,X73,"Suicide - Rifle, Shotgun, or Large Firearm (X73)",195,132048,18705854,1.042,706,0.00148
Texas,White,2004,Intentional self-harm by other and unspecified firearm discharge,Suicide - Unspecified Firearm,Suicide,X74,Suicide - Unspecified Firearm (X74),912,132048,18705854,4.875,706,0.00691
Texas,White,2004,"Other and unspecified firearm discharge, undetermined intent","Unknown Intent, Unspecified Firearm",Unknown Intent,Y24,"Unknown Intent, Unspecified Firearm (Y24)",16,132048,18705854,0.086,706,0.00012
Texas,Asian or Pacific Islander,2005,Assault by other and unspecified firearm discharge,Homicide - Unspecified Firearm,Homicide,X95,Homicide - Unspecified Firearm (X95),31,1673,844072,3.673,198,0.01853
Texas,Black or African American,2005,Discharge from other and unspecified firearms,Accidental - Unspecified Firearm,Accidental,W34,Accidental - Unspecified Firearm (W34),12,19448,2753898,0.436,706,0.00062
